BatchId,ClientId,SampleId,ClientSampleId,Capture time (MT),Lat,Long,SiteName,PublishStatus
JVB1879,oima-semmap@waterboards.ca.gov,KDGW6DC5,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,JSQRUEGT,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,J44YMJCL,,7/13/2022 3:00:57 AM,40.3999,-121.441,518rcnapc,Public
JVB1879,oima-semmap@waterboards.ca.gov,IV622XOI,,7/6/2022 11:00:49 AM,40.3887,-121.1574,518rcajnc,Public
JVB1879,oima-semmap@waterboards.ca.gov,IJ4HXOYF,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,IDW8SLFV,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,I8CMYTB0,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,GNH85U2F,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,GN20JGH6,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,G93615GN,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,FSFLWRX5,,6/28/2022 10:15:39 AM,41.83123,-120.2992,527sed084,Public
JVB1879,oima-semmap@waterboards.ca.gov,EZUR1IIH,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,EPIKSAVP,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,E8HHBQAB,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,E5ST28Y4,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,DZUYH9DF,,,,,,Private
JVB1879,oima-semmap@waterboards.ca.gov,DZ1BXK4G,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,DS09Q29R,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,DHQCOZCS,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,D43COC5T,,,,,,Private
JVB1879,oima-semmap@waterboards.ca.gov,CIVZ286P,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,CAO0GXKN,,7/12/2022 10:50:48 AM,39.912368,-123.760484,SF_WildcatCk,Public
JVB1879,oima-semmap@waterboards.ca.gov,BNQ6RC7Z,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,BFVHQFWS,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,B013PCPX,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,AQ7JD6KZ,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,A3289LIK,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,9IB9YMLB,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,7XNFH3QO,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,7UY1IYRX,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,7AATQAEE,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,77Q24KXZ,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,6WCHXZH5,,,,,,Private
JVB1879,oima-semmap@waterboards.ca.gov,6F6XODB1,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,6B4115R3,,,,,,Private
JVB1879,oima-semmap@waterboards.ca.gov,5T2HPQJY,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,56799R70,,7/14/2022 1:00:41 PM,40.5677,-121.1086,637ce0511,Public
JVB1879,oima-semmap@waterboards.ca.gov,4F38BWNS,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,4C1OQSAU,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,3IUZ1UX7,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,231VT6DT,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,1E31LR29,,7/13/2022 1:00:46 PM,40.3887,-121.1574,518rcajnc,Public
JVB1879,oima-semmap@waterboards.ca.gov,0EG4YJ2M,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,0BNBNGBE,,,,,,Public
JVB1879,oima-semmap@waterboards.ca.gov,01I18LRF,,,,,,Public
